t, Vp, Vy, pitch, yaw, pitch_dot, yaw_dot, N/A
1.4000, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -3988.91
1.4200, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, 2380.61
1.4400, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, 2303.25
1.4600, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -3756.82
1.4800, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -1203.86
1.5000, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -1281.22
1.5200, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -842.83
1.5400, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -1513.31
1.5600, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -713.89
1.5800, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -2493.23
1.6000, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -3008.98
1.6200, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -2725.32
1.6400, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -1951.69
1.6600, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -3137.92
1.6800, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -3679.46
1.7000, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -3756.82
1.7200, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -2622.17
1.7400, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -2029.06
1.7600, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -301.29
1.7800, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -791.25
1.8000, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -1023.34
1.8200, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -2441.66
1.8400, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -2312.72
1.8600, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -1771.18
1.8800, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -3988.91
1.9000, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -3447.37
1.9200, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, 2251.68
1.9400, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -2132.21
1.9600, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -1642.24
1.9800, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -2080.63
2.0000, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -3137.92
2.0200, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -3008.98
2.0400, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -1900.12
2.0600, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -2235.36
2.0800, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -1410.16
2.1000, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -2854.26
2.1200, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -3859.97
2.1400, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, 498.12
2.1600, 0.0006, -0.2235, 0.0022, 0.0015, 0.0000, -825.00, -3215.28
